,,,,,,,,,,,,
,YEAR,MONTH,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,MAXIMUM_WATER_HEIGHT,DEATHS,TOTAL_DEATHS
,1906,7,1,,,"MARSHALL ISLANDS, REP. OF",MARSHALL ISLANDS,,,,,
,1906,8,7,,,USA,S. CALIFORNIA,33.9,-117,0.02,,
,1906,8,17,25,8.2,CHILE,CENTRAL CHILE,-33,-72,3.5,,4000
,1906,9,14,33,8,PAPUA NEW GUINEA,SOLOMON SEA,-7,149,1.5,,
,1906,10,2,,7.2,PAPUA NEW GUINEA,BISMARCK SEA,-4,149,1.2,,
,1906,11,6,,,USA,WASHINGTON-OREGON,,,,,
,1906,11,20,,5,GHANA,GOLD COAST,6.5,0.3,,,
,1906,11,28,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,,
,1906,12,26,33,7.9,PERU,S. PERU,-18,-71,,,
,1906,,,,,VENEZUELA,MAIQUETIA,10.6,-66.95,,,
,1907,1,4,50,7.6,INDONESIA,NW. SUMATRA,2,94.5,,400,400
,1907,1,14,,6.5,JAMAICA,JAMAICA,18,-76.8,2.5,,1000
,1907,3,29,500,7.3,INDONESIA,"KARAKELONG, TALAUD ISLANDS",3,122,4,,
,1907,4,14,,8.1,MEXICO,S. MEXICO,17,-100,2,,8
,1907,6,8,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,,
,1907,6,19,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,,
,1907,6,27,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,,
,1907,7,9,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,,
,1907,7,25,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,,
,1907,7,,,,TONGA,TONGA ISLANDS,-21.38,-175.65,,,
,1907,9,24,33,5.5,USA,"SKAGWAY, AK",59.5,-135.5,0.7,,
,1907,10,6,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,3.6,,
,1907,10,23,,5.9,ITALY,IONIAN CALABRIA,38.133,16.017,,,158
,1907,12,15,33,7.4,PAPUA NEW GUINEA,BISMARCK SEA,-3.1,142.5,,,
,1908,2,6,130,7.5,INDONESIA,SW. SUMATRA,-2,100,1.4,,
,1908,2,14,,6,USA,"PRINCE WILLIAM SOUND, AK",61,-146.2,,,
,1908,3,23,,6.6,INDONESIA,TIMOR SEA,-10,129,,,
,1908,4,6,,,CANADA,NOTRE DAME DE LA SALETTE,45.77,-75.6,15,26,33
,1908,5,31,,6.5,UKRAINE,CRIMEA,44,34,,,
,1908,9,11,,,CANADA,GULF OF SAINT LAWRENCE,48.958,-62.133,,,
,1908,9,21,33,6.8,USA,HAWAII,19,-155,1.2,,
,1908,12,12,33,8.2,PERU,S. PERU,-14,-78,,,
,1908,12,28,40,7,ITALY,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,13,2000,80000
,1909,3,7,,,COOK ISLANDS,RAROTONGA,-21,-159,3,,
,1909,3,12,,6.7,JAPAN,OFF BOSO PENINSULA,34.5,141.5,,,
,1909,3,13,80,7.5,JAPAN,OFF BOSO PENINSULA,34.5,141.5,,,
,1909,6,3,40,7.6,INDONESIA,SUMATRA,-2,101,,,
,1909,6,8,,7.6,CHILE,NORTHERN CHILE,-26.5,-70.5,,,
,1909,7,8,,,VANUATU,VANUATU ISLANDS,-15.5,167.2,,,
,1909,7,30,,7.4,MEXICO,S. MEXICO,16.8,-99.8,9,,
,1909,8,14,33,6.9,JAPAN,"ANEGAWA, JAPAN",35.4,136.3,1.8,,41
,1909,9,20,,,USA,LOUISIANA: GRAND ISLE,,,,300,300
,1909,12,9,100,8,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.5,145,,,
,1910,2,25,,6,PAPUA NEW GUINEA,MATUPI HARBOR,-4.25,152.25,,,
,1910,3,20,,,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",,,,,
,1910,11,5,,,USA,"NOME, AK",64,-165,,,
,1910,11,10,90,7.2,VANUATU,VANUATU ISLANDS,-14,166.5,,,
,1910,11,21,,,USA,"SAN FRANCISCO, CA",,,0.3,,
,1910,12,18,,6.7,INDONESIA,SULAWESI,4,127,,,
,1910,12,30,60,6.2,PHILIPPINES,SULU SEA,9,125.5,,,
,1911,1,30,,,PHILIPPINES,"TAAL, LUZON ISLAND",14.002,120.993,3,50,1335
,1911,2,18,,6.7,ALBANIA,OCHRIDA LAKE,40.9,20.8,,,
,1911,5,8,,,PAPUA NEW GUINEA,"BLANCHE BAY, BISMARCK SEA",-4.25,152.25,,,
,1911,5,11,,6.6,TOGO,GOLD COAST,6.1,1.2,5,,
,1911,6,15,160,8,JAPAN,RYUKYU ISLANDS,28,130,,,12
,1911,7,12,50,7.8,PHILIPPINES,PHILIPPINE TRENCH,9,126,,,
,1911,9,15,,7.3,CHILE,NORTHERN CHILE,-20,-72,,,
,1911,9,22,60,6.9,USA,"PRINCE WILLIAM SOUND, AK",60.5,-149,,,
,1911,11,3,,,TRINIDAD AND TOBAGO,TRINIDAD,10.5,-61.2,,,
,1912,1,24,,6.8,GREECE,IONIAN SEA,38.12,20.67,,,
,1912,4,13,,,USA,"SOUTHERN SHORE, LAKE ERIE (OHIO)",42,-81,,,
,1912,6,8,100,6.6,JAPAN,SANRIKU,40.5,142,0.5,,
,1912,8,9,60,7.8,TURKEY,MARMARA SEA,40.5,27.2,,,
,1912,10,31,33,6.9,"MICRONESIA, FED. STATES OF",CAROLINE ISLANDS,7,138,,,
,1912,12,6,,,"MICRONESIA, FED. STATES OF","YAP ISLANDS, CAROLINE ISLANDS",,,,,
,1913,2,22,33,6.8,NEW ZEALAND,TASMAN SEA,-41.8,171.5,1.5,,
,1913,3,14,15,7.8,INDONESIA,SANGIHE ISLAND,5.354,126.121,,,138
,1913,6,9,,,USA,"LONGPORT, NJ",39.314,-74.525,,,
,1913,7,28,30,7,PERU,S. PERU,-16.6,-73.3,,,
,1913,8,6,33,7.9,PERU,S. PERU,-17,-74,,,
,1913,10,2,,6.7,PANAMA,OFF COAST,7.1,-80.6,,,
,1913,10,11,33,7,PAPUA NEW GUINEA,SOLOMON SEA,-7,148,0.1,,
,1913,12,11,,,USA,"SANTA BARBARA, S. CALIFORNIA",,,4.5,,
,1914,1,12,33,7.1,JAPAN,SEIKAIDO,31.58,130.67,3,,63
,1914,1,12,33,,PERU,CENTRAL PERU,-12,-76.6,1,,
,1914,1,15,,,ITALY,LIGURIAN SEA,43.5,10.2,,,
,1914,2,26,130,7.2,PERU,S. PERU,-17,-72,,,
,1914,3,14,,,INDONESIA,INDONESIA,,,,,
,1914,5,26,15,8.1,INDONESIA,NW. IRIAN JAYA,-1.829,136.943,0.1,,
,1914,5,,,,CANADA,GULF OF SAINT LAWRENCE,48.958,-62.133,,,
,1914,6,25,35,7.6,INDONESIA,INDONESIA,-3.924,101.82,,,20
,1914,10,6,,,NEW ZEALAND,"TOLAGA BAY, NORTH ISLAND",-37.8,178.2,,,1
,1914,11,27,30,6.3,GREECE,IONIAN SEA,38.8,20.6,3,,14
,1914,12,3,,,INDONESIA,AMBON ISLAND,-3.7,128.2,,,
,1915,1,27,,6.6,GREECE,IONIAN SEA,38.4,20.6,,,
,1915,2,11,,,USA TERRITORY,"MANUA ISLANDS, AMERICAN SAMOA",-14.18,-169.66,2.4,3,3
,1915,5,23,,,INDONESIA,KAIMANA,-3.644,133.695,0.5,,
,1915,8,7,14,6.7,GREECE,IONIAN SEA,38.5,20.7,1.5,,
,1915,8,,,,PAPUA NEW GUINEA,"HUON GULF, SOLOMON SEA",,,,,
,1915,9,7,80,7.9,EL SALVADOR,EL SALVADOR,14,-89,,,
,1915,11,1,60,7.8,JAPAN,SANRIKU,38.3,142.9,1,,
,1915,11,6,,6,INDONESIA,NW. IRIAN JAYA,-1,136,,,
,1915,11,18,33,6.4,PHILIPPINES,W. LUZON ISLAND,18,119.5,,,
,1916,1,1,35,7.9,PAPUA NEW GUINEA,BISMARCK SEA,-4.739,152.548,4.5,,
,1916,1,31,,,COSTA RICA,COSTA RICA-PANAMA,,,,,
,1916,4,26,25,7,PANAMA,BOCAS DEL TORO,9.6,-82,1.3,,
,1916,7,3,,5.1,ITALY,STROMBOLI ISLAND,38.817,15.233,10,,
,1916,8,16,,5.9,ITALY,CENTRAL ADRIATIC,43.967,12.667,,,
,1916,11,12,0,,VENEZUELA,OCUMARE DE LA COSTA DE ORO,10.46,-67.77,,,
,1917,1,9,,,INDONESIA,CELEBES SEA,1.57,122.72,,,
,1917,1,20,33,6.6,INDONESIA,BALI SEA,-7,116,2,,1500
,1917,1,25,,6.5,CHINA,SOUTH CHINA SEA,24.47,118.08,,,
,1917,1,30,40,7.8,RUSSIA,KAMCHATKA,56.5,163,,,
,1917,1,31,33,6.4,PHILIPPINES,CELEBES SEA,6,125,1.5,,7
,1917,1,,,,INDONESIA,LINGA ARCHIPELAGO,-0.25,104.5,,,
,1917,3,16,,,INDONESIA,JAVA,-3.7,116.6,1.5,,
,1917,5,1,60,8,NEW ZEALAND,KERMADEC ISLANDS,-29.2,-177,0.3,,
,1917,5,6,33,5.8,TAIWAN,TAIWAN,23.2,121.6,0.5,,
,1917,6,26,25,8.3,SAMOA,SAMOA ISLANDS,-15.5,-173,12.2,2,2
,1917,7,29,,7.7,PAPUA NEW GUINEA,BISMARCK SEA,-3,143.5,0.9,,
,1917,8,16,,,USA,"TAKU INLET, JUNEAU, AK",58.204,-134.147,8,1,1
,1917,8,23,,,INDONESIA,BANDA SEA,-3.6,128.7,,,
,1917,9,1,,,FRENCH POLYNESIA,MAUPIHAA,,,1.9,,
,1917,11,16,60,7.5,NEW ZEALAND,KERMADEC ISLANDS,-29,-177.5,2.5,,
,1917,12,6,,,CANADA,"HALIFAX, NOVA SCOTIA",44.633,-63.583,7,,2000
,1918,2,13,33,7.5,CHINA,GUANGDONG PROVINCE,23.5,117.2,,,2000
,1918,5,20,80,7.9,CHILE,NORTHERN CHILE,-28.5,-71.5,,,
,1918,7,18,,,INDONESIA,SULAWESI,3.138,125.491,0.08,,
,1918,8,14,,5.5,CHINA,YUNNAN PROVINCE,26.9,103,,,
,1918,8,15,33,8.3,PHILIPPINES,CELEBES SEA,5.5,123,7.2,6,52
,1918,9,7,33,8.2,RUSSIA,S. KURIL ISLANDS,45.5,151.5,12,23,23
,1918,10,11,,7.3,USA TERRITORY,PUERTO RICO: MONA PASSAGE,18.5,-67.5,6.1,140,144
,1918,10,25,,,USA TERRITORY,PUERTO RICO,18.5,-67.5,,,
,1918,11,8,33,7.8,RUSSIA,S. KURIL ISLANDS,44.5,151.5,0.5,,
,1918,12,4,33,7.8,CHILE,NORTHERN CHILE,-26,-71,5,,
,1918,,,,,ICELAND,ICELAND,,,,,
,1919,1,1,33,7.4,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8,126,0.44,,
,1919,1,1,180,8.3,TONGA,TONGA ISLANDS,-19.6,-176.6,0.4,,
,1919,1,,,,USA,HAWAII,,,,,
,1919,2,13,,,INDONESIA,TIMOR SEA,-9,124.85,,,
,1919,4,3,,,INDONESIA,SULAWESI,3.138,125.491,5,,
,1919,4,9,,,USA,HAWAII,,,,,
,1919,4,29,33,,TONGA,TONGA ISLANDS,-19,-172.6,,,
,1919,4,30,25,8.1,TONGA,TONGA ISLANDS,-18.352,-172.515,2.5,,
,1919,5,6,35,7.8,PAPUA NEW GUINEA,SOLOMON SEA,-4.852,153.714,2.5,,
,1919,5,22,,,ITALY,STROMBOLI ISLAND,38.789,15.213,0.75,,4
,1919,6,29,20,6.6,NICARAGUA,GULF OF FONSECA,12.33,-88.291,,,
,1919,8,19,,,VENEZUELA,LAGO DE MARACAIBO,10.6,-71.6,,,
,1919,10,2,,,USA,"ALIKA, HAWAII",19.23,-155.9,4.3,,
,1919,10,22,10,5.6,ITALY,TYRRHENIAN SEA,41.4,12.6,,,
,1919,11,21,,,INDONESIA,NW. IRIAN JAYA,-2.55,140.75,,,
,1919,12,26,,,UKRAINE,CRIMEA,44,33,,,
,1920,1,29,,,INDONESIA,N. MOLUCCAS ISLANDS,0.87,122.92,2,,
,1920,2,2,,7.7,PAPUA NEW GUINEA,SOLOMON SEA,-6.5,150,,,
,1920,8,20,15,7,CHILE,CENTRAL CHILE,-38,-73.5,1.4,,
,1920,8,,,,USA TERRITORY,"PAGO PAGO, AMERICAN SAMOA",-15,-170,,,
,1920,9,20,35,7.8,VANUATU,VANUATU ISLANDS,-19.919,168.53,,,
,1920,12,16,17,7.8,CHINA,CHINA: GANSU AND SHANXI PROVINCES,36.7,104.9,0.75,,
,1920,12,18,,5.6,ALBANIA,ALBANIAN COASTS,40.5,19.5,,,
,1921,5,14,,6.2,INDONESIA,MAKASSAR STRAIT,0.7,117.9,1,,
,1921,8,4,,,CHINA,"XIAOSI, DANDONG, LIAONING",40.13,124.38,,,
,1921,9,11,,7.5,INDONESIA,JAVA,-11,111,0.1,,
,1921,11,11,,7.5,PHILIPPINES,PHILIPPINE TRENCH,8,127,,,
,1921,12,16,,,USA,HAWAII,,,,,
,1922,1,6,33,7.2,PERU,S. PERU,-16.5,-73,,,
,1922,1,19,33,7.5,PAPUA NEW GUINEA,BISMARCK SEA,-7,143,1.8,,
,1922,2,22,,,INDONESIA,BANDA SEA,-3.3,128.9,,,
,1922,2,27,,6.3,PHILIPPINES,CEBU ISLAND,10.2,124.1,0.7,,5
,1922,3,1,33,6,PHILIPPINES,SULU SEA,9,123.25,,,
,1922,4,10,,,INDONESIA,SW. SUMATRA,-1,100.35,,,
,1922,5,2,,,USA,GULF OF MEXICO,,,0.64,,
,1922,7,8,,,INDONESIA,"LHOKNGA, ACEH",5.5,95.2,,,
,1922,8,8,,5.6,GREECE,AEGEAN SEA,37.5,23.2,,,
,1922,9,1,,7.6,TAIWAN,TAIWAN,24.5,122,,,5
,1922,10,22,,,AUSTRALIA,TASMAN SEA,,,,,
,1922,11,7,33,7,CHILE,NORTHERN CHILE,-28,-72,,,
,1922,11,11,35,8.7,CHILE,NORTHERN CHILE,-28.553,-70.755,9,200,700
,1922,12,25,,6.3,NEW ZEALAND,SE. NEW ZEALAND,-43,173,0.4,,
,1923,1,22,,7.2,USA,N. CALIFORNIA,40.8,-124.5,0.1,,
,1923,2,3,19,8.3,RUSSIA,KAMCHATKA,54,161,8,3,3
,1923,2,17,,,CHILE,CENTRAL CHILE,-35.33,-72.42,1.5,,
,1923,3,2,22,7.2,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.5,124,,,
,1923,3,4,,,CHILE,SAN FELIX ISLAND,-26.3,-80.1,35,,
,1923,4,13,20,7.2,RUSSIA,KAMCHATKA,56.5,162.5,20,18,18
,1923,5,4,60,7,CHILE,NORTHERN CHILE,-28.75,-71.75,,,
,1923,5,7,,,CHILE,NORTHERN CHILE,,,,,
,1923,6,1,40,7.3,JAPAN,"KASHIMA, JAPAN",35.4,141.8,0.4,,
,1923,7,18,,5.5,PHILIPPINES,"BUTUAN, SULU SEA",9.3,125,,,
,1923,8,6,,,USA,"ROCKAWAY BEACH, NY",40.6,-73.5,,2,2
,1923,8,12,33,,CHILE,NORTHERN CHILE,-18.5,-70.3,,,
,1923,8,,,,KOREA,KOREA,,,,,
,1923,9,1,33,7.9,JAPAN,SAGAMI BAY,35.1,139.5,13,2144,142807
,1923,9,2,20,7.7,JAPAN,RYUKYU ISLANDS,34.9,140.2,0.3,,
,1923,9,4,33,,USA,N. CALIFORNIA,,,6.1,1,
,1923,11,2,50,7.2,PAPUA NEW GUINEA,BISMARCK SEA,-4.5,151.5,,,
,1923,11,4,,7.2,PAPUA NEW GUINEA,NEW BRITAIN,-5,152,,,
,1924,3,15,15,6.8,RUSSIA,TATAR STRAIT,49.179,142.436,,,
,1924,4,13,,,RUSSIA,TATAR STRAIT,,,,,
,1924,4,14,33,8.3,PHILIPPINES,E. MINDANAO ISLAND,6.5,126.5,,,
,1924,4,16,,,RUSSIA,TATAR STRAIT,,,,,
,1924,5,6,,6.5,PHILIPPINES,PHILIPPINES,16,118,,,
,1924,5,30,,,USA,HAWAII,,,5,,
,1924,6,2,,,PHILIPPINES,W. LUZON ISLAND,,,,,
,1924,6,26,,7.8,AUSTRALIA,MACQUARIE ISLAND,-56,157.5,,,
,1924,7,19,,,NEW ZEALAND,CHATHAM I.,-43.95,-176.567,,,
,1924,8,8,,,USA,"CONEY ISLAND, NY",40.567,-73.983,4.6,,
,1924,8,28,,,ICELAND,ICELAND: REYKJAVIK,64.15,-21.95,,,
,1924,8,30,33,7.3,PHILIPPINES,E. MINDANAO ISLAND,8.5,126.5,,,
,1925,1,8,,,INDONESIA,BANDA SEA,-8,115,1,,
,1925,2,23,,6,USA,"GULF OF ALASKA, AK",60,-146,1.4,,
,1925,5,4,,,MEXICO,,14.583,-106.1,,,
,1925,5,5,33,6.8,PHILIPPINES,W. LUZON ISLAND,9.3,122.7,,,17
,1925,5,11,,,ITALY,CALABRIAN ARC,,,,,
,1925,5,15,50,7.1,CHILE,NORTHERN CHILE,-26,-71.5,,,
,1925,5,25,,6.3,PHILIPPINES,W. LUZON ISLAND,12.2,122.1,,,
,1925,10,4,,,USA,CALIFORNIA,,,0.34,,
,1925,11,13,22,7.3,PHILIPPINES,PHILIPPINE SEA,13,125,,,
,1925,11,16,80,7,MEXICO,S. MEXICO,18.5,-107,11,,
,1925,11,25,,,PHILIPPINES,SULU SEA,,,,,
,1925,12,22,,,"MICRONESIA, FED. STATES OF",CAROLINE ISLANDS,10,138,,,
,1926,1,9,,,USA,"BERNARD, ME",44.233,-68.35,3,,
,1926,1,25,,7.4,SOLOMON ISLANDS,SOLOMON SEA,-9,159.5,,,
,1926,3,20,,,USA,HAWAII,20.5,-155.5,1.5,,
,1926,3,31,33,,COOK ISLANDS,COOK ISLANDS,,,,1,1
,1926,6,28,,5.8,INDONESIA,SW. SUMATRA,-0.7,100.6,,,
,1926,7,30,,,UK,ENGLISH CHANNEL,49.21,-2.131,,,
,1926,7,,,,SOUTH KOREA,S. OF KOREA,35,128,,,
,1926,8,17,100,5.3,ITALY,AEOLIAN ISLANDS,38.567,14.833,,,
,1926,8,22,,,PORTUGAL,AZORES,38.3,-28.4,,,
,1926,8,30,,7.2,GREECE,ARGOLIKOS GULF,36.5,23.3,,,
,1926,9,16,35,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.674,159.519,2,,
,1926,12,9,33,6,CHILE,NORTHERN CHILE,-28,-71,,,
,1926,12,19,,,PORTUGAL,PORTUGAL,,,,,
,1927,1,1,,5.7,USA,S. CALIFORNIA,32.5,-115.5,,1,1
,1927,1,24,,5.1,NORWAY,WESTERN NORWAY,59,3,,,
,1927,3,7,10,7.6,JAPAN,SW. HONSHU ISLAND,35.6,135.1,11.3,,3022
,1927,6,26,27,6,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.4,0.7,,
,1927,7,11,,6.3,ISRAEL,DEAD SEA,32,35.5,1,,268
,1927,8,5,10,6.9,JAPAN,SANRIKU,37.9,142,0.1,,
,1927,8,18,20,6.4,JAPAN,"KASHIMA, JAPAN",34.2,142,0.4,,
,1927,9,6,,,MEXICO,MEXICO,17,-104,,,
,1927,9,11,17,6.8,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.5,1,,11
,1927,10,12,,,USA,"SE. ALASKA, AK",,,,,
,1927,10,24,25,7.1,USA,"SE. ALASKA, AK",57.69,-136.07,,,
,1927,11,4,10,7.3,USA,S. CALIFORNIA,34.813,-120.774,1.8,,
,1927,11,21,33,7.1,CHILE,SOUTHERN CHILE,-44.6,-73,,,
,1927,12,1,,6.3,INDONESIA,SULAWESI,-0.7,119.7,15,50,50
,1927,12,28,35,7.5,RUSSIA,KAMCHATKA,55.663,160.039,2,,
,1927,,,,,NEW ZEALAND,"TOLAGA BAY, NORTH ISLAND",-38.37,178.31,6.35,,
,1928,2,9,33,5.8,CANADA,BRITISH COLUMBIA,49,-125,,,
,1928,3,22,60,7.7,MEXICO,MEXICO,15.67,-96.1,,,
,1928,3,26,,,INDONESIA,KRAKATAU,-6.102,105.423,,,
,1928,3,31,,6.5,GREECE,EAST AEGEAN,38.1,27.4,,,170
,1928,3,31,,,CHILE,NORTHERN CHILE,-23.7,-70.4,,,
,1928,4,9,30,6.9,PERU,S. PERU,-13,-69.6,,10,10
,1928,4,22,29,6,GREECE,CORINTHOS-PATRAS GULF,38,23,0.6,,20
,1928,4,24,,5,GREECE,AEGEAN SEA,38,23.5,,,
,1928,4,25,,5.2,GREECE,"GRECIAN ARCHIPELAGO, CRETE",38,23,,,
,1928,4,27,,6.8,PERU,S. PERU,-13,-69.5,,,
,1928,4,27,,,GREECE,AEGEAN SEA,,,0.6,,
,1928,5,2,,6.2,GREECE,NORTH AEGEAN,39.6,29.1,,,
,1928,5,3,,4.3,TURKEY,WESTERN TURKEY,40.8,26.8,,,
,1928,5,18,,,TONGA,LIFUKA ISLAND,-19.83,-174.36,,,
,1928,5,27,40,7,JAPAN,SANRIKU,40,143.2,0.45,,
,1928,5,30,,,JAPAN,SAPPORO,43.062,141.354,,,
,1928,6,15,33,7,PHILIPPINES,SULU SEA,12.4,120.9,,,
,1928,6,17,35,7.7,MEXICO,S. MEXICO,16.028,-97.036,0.2,,4
,1928,7,18,70,7,PERU,N. PERU,-5.5,-79,,,
,1928,8,4,1,,INDONESIA,FLORES SEA,-8.32,121.708,10,128,226
,1928,9,13,,,VENEZUELA,CARUPANO,,,,,
,1928,11,20,33,7.1,CHILE,NORTHERN CHILE,-22.5,-70.5,,,
,1928,12,1,25,7.6,CHILE,CENTRAL CHILE,-35,-72,1.5,,279
,1928,12,19,,7.3,PHILIPPINES,CELEBES SEA,7,124,,4,97
,1928,,,,,CANADA,"CURLING, NEWFOUNDLAND",48.967,-58,,,
,1929,1,17,,6.9,VENEZUELA,CUMANA,10.6,-65.6,,,
,1929,3,7,50,7.8,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,1,,
,1929,5,21,30,7.1,JAPAN,HIUGANADA,31.7,132.2,0.7,,
,1929,5,26,33,7,CANADA,BRITISH COLUMBIA,51,-131,1.5,,
,1929,6,13,,7.2,PHILIPPINES,E. MINDANAO ISLAND,8.5,127,,,
,1929,6,16,,7.5,NEW ZEALAND,TASMAN SEA,-41.75,172.25,2.5,,17
,1929,8,9,,,CHILE,NORTHERN CHILE,-23.7,-70.4,7.5,,
,1929,8,12,,,USA,"ATTICA, NEW YORK",42.9,-78.3,,,
,1929,11,9,,,INDONESIA,"TJALANG, N.W. SUMATRA",4.633,95.567,,6,6
,1929,11,18,20,7.3,CANADA,"GRAND BANKS, NEWFOUNDLAND",44.69,-56,13,28,28
,1930,1,3,,5.5,CHINA,JIANGSU PROVINCE,32.2,119.4,,,
,1930,2,16,,,SPAIN,OFF SOUTHERN COAST,36,-3,,,
,1930,2,,,,USA,HAWAII,,,,,
,1930,3,17,,,INDONESIA,KRAKATAU,-6.102,105.423,500,,
,1930,5,2,,,NORWAY,MID-NORWAY,63.317,9.85,,,
,1930,5,5,,7.3,MYANMAR (BURMA),MYANMAR COAST,17.3,96.5,,500,500
,1930,6,19,33,6,INDONESIA,SOUTH OF JAVA,-5.6,105.3,1.5,,
,1930,7,19,100,6.5,INDONESIA,SOUTH OF JAVA,-9.3,114.3,0.1,,
,1930,8,31,15,5.2,USA,S. CALIFORNIA,34.03,-118.643,3.05,1,1
,1930,9,11,,,ITALY,STROMBOLI ISLAND,38.789,15.213,2.5,1,6
,1930,9,11,,,INDONESIA,CELEBES SEA,1.2,124.57,,,
,1930,9,30,35,6.6,PAPUA NEW GUINEA,BISMARCK SEA,-4.423,145.46,,,
,1930,10,30,,5.9,ITALY,CENTRAL ADRIATIC,43.667,13.267,,,18
,1930,11,5,,,KENYA,MOMBASA,-4.05,39.667,6,,
,1930,12,23,33,6.5,PAPUA NEW GUINEA,BISMARCK SEA,-1.3,144.3,12,27,27
,1930,12,29,,6,CHILE,NORTHERN CHILE,-28.5,-71,1,,
,1931,2,2,35,7.7,NEW ZEALAND,N. NEW ZEALAND,-39.772,176.025,,,256
,1931,2,13,,7.1,NEW ZEALAND,N. NEW ZEALAND,-39.5,177,0.1,,
,1931,2,19,,,NEW ZEALAND,N. NEW ZEALAND,-39.5,177,,,
,1931,3,9,60,7.6,JAPAN,SANRIKU,41.2,142.5,0.4,,
,1931,3,18,33,7.1,CHILE,CENTRAL CHILE,-32.5,-72,,,
,1931,6,7,70,6,UK,"DOGGER BANK, ENGLAND",54,1.067,,,
,1931,8,7,35,7,PAPUA NEW GUINEA,BISMARCK SEA,-3.417,142.077,,,
,1931,8,19,,,USA,"ATLANTIC CITY, NJ",39.35,-74.417,3,4,4
,1931,8,31,,,PORTUGAL,AZORES,38.4,-27.1,,,
,1931,9,25,,7.4,INDONESIA,SW. SUMATRA,-5,102.75,1,,
,1931,10,3,35,7.8,SOLOMON ISLANDS,SAN CRISTOBAL ISLAND,-10.932,161.016,9,50,50
,1931,11,2,40,7.1,JAPAN,SEIKAIDO,32.2,132.1,0.8,,1
,1931,12,1,0,,CUBA,NORTHERN COAST (LAS VILLAS),22.8,-80.4,,,
,1932,2,3,,6.7,CUBA,SANTIAGO DE CUBA,20,-75.8,,,
,1932,5,7,,,ITALY,CALABRIAN ARC,,,,,
,1932,6,3,33,8.1,MEXICO,CENTRAL MEXICO,19.5,-104.25,10,4,400
,1932,6,18,54,7.9,MEXICO,CENTRAL MEXICO,19.452,-103.632,1,,
,1932,6,22,33,7,MEXICO,CENTRAL MEXICO,19,-104.5,10,75,75
,1932,6,29,,,MEXICO,S. MEXICO,,,,,
,1932,9,9,17,6.2,INDONESIA,JAVA TRENCH,-3.57,128.35,,,
,1932,9,15,,6.8,NEW ZEALAND,N. NEW ZEALAND,-39,177.5,,,
,1932,9,26,35,6.9,GREECE,NORTH AEGEAN,40.5,23.9,2,,161
,1932,11,4,,,VENEZUELA,CUMANA,10.5,-64.2,,,
,1932,11,10,,,USA,"WILLETTS POINT, NEW YORK",,,5.4,,
,1933,1,8,33,6,RUSSIA,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.508,9,,2
,1933,2,23,40,7.6,CHILE,NORTHERN CHILE,-20,-71,,,
,1933,3,2,35,8.4,JAPAN,SANRIKU,39.224,144.622,29,3022,3022
,1933,3,11,16,6.3,USA,S. CALIFORNIA,33.616,-117.966,0.1,,
,1933,4,23,,6.4,GREECE,"COS, DODECANESE",36.8,27.2,,,
,1933,5,19,,,TOGO,GOLD COAST,6.9,0.6,,,
,1933,6,18,20,7.1,JAPAN,SANRIKU,38.1,142.4,0.2,,
,1933,10,2,33,6.9,ECUADOR,ECUADOR,-2,-81,,,
,1933,12,12,,,PAPUA NEW GUINEA,BISMARCK SEA,-5,151,,,
,1933,12,25,,,PHILIPPINES,E. SAMAR ISLAND,12.77,124.05,,9,9
,1934,1,15,35,8,NEPAL,"BIHAR-NEPAL, GANGES RIVER",26.773,86.76,,,10600
,1934,2,14,55,7.9,PHILIPPINES,SOUTH CHINA SEA,17.5,119,,,
,1934,4,7,,,NORWAY,TAFJORD,62.27,7.4,62.3,41,41
,1934,6,3,,,ICELAND,ICELAND,66,-18.25,,,
,1934,7,18,60,7.7,PANAMA,COSTA RICA-PANAMA,8,-82.5,,,
,1934,7,18,35,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.907,166.731,0.65,,
,1934,7,21,35,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.139,165.503,,,
,1934,8,21,,,USA,S. CALIFORNIA,33.7,-118.2,12,,
,1934,11,30,5,7,MEXICO,MEXICO,18.5,-105.5,0.11,,
